Brand,Year,Engine_CC,Mileage_kmpl,Fuel_Type,Transmission,Kilometers_Driven,Price_Lakh_INR
Toyota,2007,2809,26.13,Diesel,Automatic,89110,23.9
Honda,2019,2408,29.7,Petrol,Automatic,173463,30.01
Toyota,2023,1542,23.94,Electric,Manual,88705,26.06
Toyota,2006,2863,14.12,Petrol,Automatic,14719,5.66
Ford,2016,2820,23.39,Diesel,Automatic,11149,22.19
Hyundai,2009,1461,23.53,CNG,Manual,192040,34.27
Maruti,2021,2627,23.4,Electric,Manual,50279,8.67
Tata,2018,2949,26.79,CNG,Manual,137973,22.26
Mahindra,2014,1750,9.92,Diesel,Manual,154859,20.38
Mahindra,2007,824,10.39,CNG,Manual,89905,14.62
Maruti,2008,2416,22.09,CNG,Manual,105154,33.48
Ford,2010,817,28.99,Petrol,Manual,96119,13.44
Kia,2020,1369,18.25,Diesel,Automatic,75691,4.64
Kia,2011,1816,29.13,CNG,Automatic,161193,33.75
Kia,2019,2155,28.64,CNG,Automatic,142089,25.93
Ford,2015,2392,27.86,CNG,Manual,95636,12.97
Tata,2005,1630,28.02,Diesel,Manual,17202,10.9
Mahindra,2009,1835,27.76,Electric,Manual,71616,32.59
Maruti,2017,2732,26.04,CNG,Automatic,7021,10.66
Ford,2018,2106,23.29,CNG,Manual,192398,19.49
Mahindra,2013,2552,8.54,Electric,Automatic,113654,8.7
Toyota,2021,1671,10.91,Electric,Manual,147451,34.84
Honda,2019,1634,10.95,Electric,Automatic,112826,27.28
Honda,2011,1656,8.52,CNG,Automatic,136842,20.52
Ford,2016,1769,10.57,Petrol,Manual,127868,26.49
Mahindra,2010,1392,28.23,Diesel,Manual,14933,32.2
Hyundai,2020,1054,22.6,CNG,Automatic,33981,33.76
Tata,2009,2914,14.87,Electric,Automatic,148453,27.83
Kia,2013,1402,25.45,Electric,Manual,143431,29.94
Tata,2018,1865,18.74,Electric,Manual,61097,14.83
Tata,2012,2611,11.13,Electric,Manual,159902,14.63
Ford,2018,2639,27.46,Petrol,Manual,51134,28.58
Toyota,2016,2609,15.45,Diesel,Automatic,181144,26.95
Tata,2014,2057,23.37,Petrol,Manual,96470,31.68
Honda,2017,1765,14.39,Petrol,Automatic,147060,5.96
Toyota,2023,2537,19.0,Diesel,Manual,39364,24.64
Maruti,2019,1284,25.96,CNG,Automatic,79283,23.2
Tata,2012,838,11.45,CNG,Manual,16763,28.25
Tata,2014,810,29.5,Petrol,Automatic,42122,2.32
Maruti,2007,1423,9.54,Diesel,Manual,130640,29.18
Tata,2007,1208,19.75,Electric,Manual,47607,12.44
Maruti,2009,2955,28.15,Diesel,Manual,114555,24.52
Toyota,2020,2827,28.81,CNG,Manual,87823,22.15
Honda,2021,1917,13.11,Petrol,Automatic,32033,16.25
Maruti,2010,2931,11.17,Electric,Manual,116479,26.49
Hyundai,2020,2905,23.94,CNG,Manual,185366,33.7
Ford,2006,1404,8.92,Electric,Manual,125708,12.34
Ford,2019,1768,18.68,Diesel,Manual,118036,26.57
Maruti,2022,964,25.52,Diesel,Automatic,106090,12.04
Ford,2005,1236,20.33,CNG,Manual,65039,29.83
Tata,2023,2479,12.14,CNG,Automatic,110249,16.15
Kia,2016,2609,18.71,Electric,Manual,7759,16.55
Kia,2012,2209,28.27,Electric,Manual,65693,27.36
Ford,2010,2777,21.58,Diesel,Automatic,164381,18.12
Toyota,2016,1961,23.87,Petrol,Manual,80449,10.43
Mahindra,2011,1613,15.4,Electric,Manual,171993,34.85
Toyota,2022,2629,12.15,Diesel,Manual,116994,22.28
Mahindra,2018,1092,13.62,Petrol,Manual,106135,23.11
Kia,2012,2298,19.73,CNG,Manual,27896,23.16
Kia,2018,1261,14.16,CNG,Automatic,13649,31.09
Maruti,2009,2891,19.92,Electric,Manual,68506,7.66
Honda,2013,1906,23.57,Petrol,Manual,63620,3.48
Hyundai,2012,2234,24.16,Diesel,Manual,78067,14.45
Toyota,2006,1510,11.62,Electric,Automatic,92232,20.42
Tata,2020,2447,24.51,Diesel,Automatic,84504,11.07
Mahindra,2017,888,22.8,Petrol,Automatic,44970,24.59
Ford,2011,2463,8.26,Electric,Manual,114811,3.98
Tata,2020,1841,9.3,Petrol,Manual,72144,27.99
Honda,2011,2733,22.22,Petrol,Manual,172734,25.56
Mahindra,2018,1221,16.44,Petrol,Manual,55248,8.67
Toyota,2018,1675,11.21,Diesel,Manual,54778,11.5
Maruti,2016,1137,8.98,CNG,Automatic,168149,28.53
Tata,2005,1065,11.51,Electric,Manual,189941,27.41
Honda,2005,2178,29.07,Diesel,Automatic,34863,28.76
Toyota,2016,2614,24.01,Petrol,Automatic,165471,12.3
Kia,2019,1120,19.61,Diesel,Automatic,90331,33.98
Kia,2008,1649,28.71,Petrol,Manual,136971,25.46
Toyota,2011,1518,21.62,Petrol,Manual,135942,3.68
Toyota,2020,1791,23.96,Petrol,Automatic,125768,17.5
Toyota,2007,2608,14.22,Petrol,Automatic,179962,23.76
Mahindra,2011,1516,20.96,Diesel,Automatic,90975,7.15
Toyota,2010,1784,11.16,Petrol,Automatic,176071,31.71
Tata,2020,2739,16.9,Diesel,Automatic,99303,26.76
Honda,2012,1695,8.73,Diesel,Manual,49577,4.23
Mahindra,2010,1976,12.77,CNG,Automatic,188664,32.09
Toyota,2014,2576,9.65,Diesel,Automatic,172256,15.05
Hyundai,2020,2259,16.53,CNG,Manual,105793,16.66
Ford,2015,2415,26.55,CNG,Automatic,11594,27.73
Hyundai,2017,1972,16.31,CNG,Automatic,183054,23.07
Honda,2010,1341,26.3,Diesel,Automatic,11377,16.16
Kia,2005,1434,22.44,CNG,Automatic,199210,10.2
Maruti,2023,2149,19.21,Electric,Manual,22176,18.82
Maruti,2016,1497,13.21,Petrol,Manual,162723,20.9
Ford,2010,2752,28.29,Diesel,Automatic,131423,22.64
Kia,2022,2922,9.19,Petrol,Automatic,192972,21.77
Mahindra,2017,2404,23.16,Diesel,Automatic,55074,22.18
Mahindra,2011,1297,21.67,CNG,Automatic,6481,17.44
Mahindra,2017,1521,17.7,Electric,Manual,61139,20.32
Maruti,2012,2574,13.29,CNG,Manual,176345,11.17
Hyundai,2021,2163,17.48,Diesel,Manual,13933,6.81
Maruti,2013,1107,27.2,CNG,Automatic,104749,21.83
Tata,2017,1683,26.41,Electric,Manual,62718,3.07
Toyota,2006,2064,28.71,Petrol,Automatic,10768,3.68
Mahindra,2008,1052,14.77,Petrol,Automatic,161271,9.79
Hyundai,2006,1735,16.52,CNG,Manual,76978,8.01
Honda,2008,2043,8.41,Diesel,Automatic,79776,14.03
Ford,2022,2552,28.74,Diesel,Manual,5605,13.94
Honda,2009,2537,15.25,Petrol,Manual,56265,5.41
Toyota,2023,1852,16.89,Electric,Automatic,10740,9.76
Hyundai,2014,1293,27.97,CNG,Manual,190734,1.65
Maruti,2022,1758,19.59,CNG,Automatic,54429,13.26
Maruti,2014,2821,20.46,Petrol,Automatic,23441,28.18
Tata,2009,2547,11.88,Diesel,Manual,102625,10.42
Tata,2021,1977,18.97,CNG,Manual,115377,23.05
Maruti,2017,1791,28.2,Diesel,Manual,141378,4.79
Honda,2021,2949,20.29,Diesel,Manual,86674,1.91
Ford,2013,1726,13.61,Petrol,Manual,142608,18.2
Mahindra,2016,2859,8.69,Diesel,Automatic,130647,16.96
Honda,2018,2009,15.4,Electric,Automatic,83672,7.92
Ford,2018,1731,20.6,Electric,Manual,184510,11.1
Tata,2012,2725,8.94,Petrol,Manual,103564,2.53
Toyota,2009,1958,21.42,CNG,Manual,36812,28.23
Ford,2023,1556,19.52,Diesel,Automatic,33709,11.59
Maruti,2018,1854,25.24,Electric,Automatic,119654,8.85
Tata,2013,1255,8.64,Petrol,Automatic,199010,28.46
Tata,2011,1058,25.18,Petrol,Manual,57717,2.82
Mahindra,2012,1230,19.46,Diesel,Automatic,25946,11.03
Maruti,2018,2764,16.15,Petrol,Manual,27591,10.3
Mahindra,2018,2773,29.24,CNG,Manual,168480,10.31
Maruti,2015,1446,11.52,Diesel,Manual,14395,1.89
Mahindra,2018,1246,19.91,CNG,Automatic,20013,32.81
Ford,2012,1912,15.06,Electric,Automatic,143060,30.45
Honda,2007,994,19.6,Electric,Manual,56164,15.39
Toyota,2022,2237,20.15,Electric,Manual,64154,16.42
Toyota,2007,1945,9.97,Electric,Manual,60394,19.06
Maruti,2017,1939,22.54,Petrol,Automatic,29879,17.52
Hyundai,2016,995,21.96,CNG,Automatic,153552,27.6
Kia,2019,2883,24.93,Petrol,Manual,148292,17.86
Tata,2022,2914,9.99,Petrol,Manual,16810,7.83
Tata,2009,1444,14.54,Electric,Manual,67386,5.42
Maruti,2011,1834,22.3,CNG,Manual,38934,32.26
Ford,2015,2553,11.01,Diesel,Automatic,173149,3.12
Mahindra,2015,1121,22.91,Diesel,Automatic,29268,31.57
Hyundai,2019,2491,9.3,Diesel,Automatic,43301,24.63
Honda,2014,1816,15.37,CNG,Manual,45852,15.06
Mahindra,2019,1449,26.63,Electric,Automatic,10848,7.77
Mahindra,2017,2502,25.03,Electric,Automatic,46304,11.9
Maruti,2018,1630,22.18,CNG,Automatic,138613,19.25
Maruti,2021,988,27.15,Electric,Manual,92720,23.5
Ford,2017,2310,23.6,CNG,Automatic,195338,24.66
Tata,2014,891,19.43,CNG,Automatic,169988,16.48
Maruti,2005,2711,29.55,Diesel,Manual,118047,14.03
Maruti,2005,2380,23.29,Diesel,Manual,51315,27.24
Maruti,2019,2208,21.23,Petrol,Manual,99062,32.5
Ford,2020,974,17.0,CNG,Manual,177688,32.13
Tata,2016,2496,27.85,Diesel,Automatic,85215,19.98
Honda,2010,1273,14.51,Diesel,Manual,22159,4.15
Honda,2010,2734,8.2,Diesel,Automatic,129549,3.96
Kia,2016,1069,12.33,Electric,Manual,20880,14.99
Kia,2019,2844,10.41,Diesel,Manual,168342,26.05
Maruti,2008,1493,15.02,Electric,Automatic,175047,18.16
Kia,2008,1175,26.17,Diesel,Manual,15199,22.52
Tata,2006,2215,22.33,Electric,Manual,102969,29.75
Ford,2016,2883,11.72,Electric,Automatic,181629,2.85
Honda,2011,2035,25.35,Diesel,Automatic,64003,32.45
Mahindra,2013,2771,19.09,CNG,Manual,44946,12.59
Honda,2013,933,19.28,Petrol,Manual,13798,3.07
Honda,2012,1723,15.97,Petrol,Manual,33279,29.49
Tata,2018,1489,27.02,CNG,Automatic,65716,32.79
Kia,2005,2501,15.0,Diesel,Automatic,46964,27.25
Mahindra,2016,2829,10.07,CNG,Manual,133245,28.45
Tata,2006,2672,14.66,Diesel,Automatic,179394,30.69
Maruti,2017,1640,23.74,Diesel,Automatic,195603,19.0
Ford,2008,1787,22.47,Diesel,Manual,162268,24.3
Toyota,2022,2261,12.14,Diesel,Manual,74847,11.1
Honda,2023,1638,10.46,Diesel,Manual,91385,9.86
Toyota,2020,2251,22.54,CNG,Manual,63315,21.9
Ford,2018,1547,22.88,CNG,Automatic,23672,26.11
Ford,2012,1765,16.06,Petrol,Manual,116572,14.8
Tata,2016,2726,26.54,Diesel,Manual,162206,14.91
Tata,2013,2838,29.52,CNG,Automatic,72904,33.47
Tata,2010,944,12.52,CNG,Automatic,29137,18.87
Toyota,2022,2650,20.7,Diesel,Automatic,119594,34.54
Tata,2006,1534,8.12,Diesel,Automatic,148973,30.41
Ford,2012,1327,23.69,CNG,Automatic,136355,22.93
Maruti,2018,2211,17.11,Diesel,Automatic,19208,1.81
Tata,2010,1918,12.25,Electric,Automatic,47994,11.41
Hyundai,2014,1229,24.55,CNG,Manual,197071,15.49
Kia,2012,1860,25.83,Petrol,Manual,182363,23.37
Toyota,2021,2216,10.45,Diesel,Automatic,177703,14.75
Hyundai,2016,2396,8.9,Electric,Manual,192398,29.23
Tata,2021,2697,15.35,Petrol,Automatic,27710,23.71
Ford,2017,2579,21.77,Petrol,Manual,133327,13.13
Maruti,2023,1317,25.46,Petrol,Automatic,175381,27.78
Honda,2016,2200,20.01,Diesel,Automatic,168853,11.65
Mahindra,2020,964,20.78,Petrol,Automatic,11243,3.6
Kia,2009,2872,25.6,CNG,Automatic,54907,7.28
Mahindra,2020,1946,19.63,CNG,Automatic,144432,1.59
Tata,2010,928,21.45,Diesel,Automatic,121967,29.38
Kia,2015,2457,19.36,Diesel,Manual,151778,22.51
Kia,2021,1817,27.37,Petrol,Manual,135387,20.61
Maruti,2018,1394,13.18,Diesel,Manual,122349,23.68
Kia,2010,2132,13.81,CNG,Manual,75360,23.4
Toyota,2015,981,10.82,CNG,Manual,54391,20.44
Hyundai,2016,2411,26.03,CNG,Manual,171127,29.72
Hyundai,2017,1543,17.06,Diesel,Automatic,151140,16.27
Hyundai,2008,2638,15.65,CNG,Automatic,107669,28.46
Toyota,2011,2890,29.59,Diesel,Manual,122275,27.85
Mahindra,2006,2752,28.39,Electric,Automatic,104613,8.18
Maruti,2010,1404,29.38,Petrol,Manual,149949,16.7
Kia,2010,2589,11.13,Electric,Manual,152898,29.47
Toyota,2022,2413,27.61,CNG,Automatic,177756,29.33
Hyundai,2012,1062,15.23,Petrol,Automatic,153363,2.3
Tata,2012,2917,8.28,CNG,Manual,31993,8.97
Honda,2012,1460,16.61,CNG,Automatic,63487,15.7
Kia,2012,2115,19.2,Electric,Automatic,160722,3.08
Toyota,2005,1621,10.38,CNG,Manual,7470,10.23
Ford,2006,2994,19.83,Petrol,Manual,151242,10.15
Toyota,2016,2872,26.03,CNG,Manual,91760,8.69
Maruti,2019,2146,16.31,Petrol,Manual,44182,14.79
Maruti,2008,2819,15.76,Electric,Automatic,181097,28.74
Toyota,2007,1615,15.45,Diesel,Manual,193547,9.68
Hyundai,2018,1481,28.31,CNG,Automatic,148461,21.0
Honda,2012,1993,9.07,Electric,Automatic,71133,20.18
Kia,2017,801,17.79,CNG,Manual,129452,28.9
Maruti,2023,1438,13.82,Petrol,Automatic,174401,14.7
Kia,2009,1389,27.66,CNG,Manual,144935,8.99
Hyundai,2017,1001,10.11,Diesel,Automatic,189954,31.37
Kia,2005,1804,17.05,CNG,Automatic,91939,29.4
Tata,2020,2112,16.95,Diesel,Automatic,174945,22.32
Maruti,2006,2825,27.54,Diesel,Manual,156171,4.62
Hyundai,2011,2603,12.74,CNG,Automatic,131746,2.04
Hyundai,2010,925,22.19,Electric,Manual,7899,7.62
Honda,2009,2896,10.96,CNG,Automatic,187532,8.09
Honda,2008,1645,28.99,Diesel,Manual,167768,6.06
Tata,2006,2596,21.05,Electric,Automatic,154919,10.28
Hyundai,2014,978,21.78,Diesel,Automatic,107294,12.82
Mahindra,2009,2404,17.54,Diesel,Automatic,180564,26.77
Hyundai,2022,2702,15.53,CNG,Manual,40516,25.27
Honda,2014,1292,12.68,Petrol,Automatic,174344,5.0
Mahindra,2019,1763,21.29,CNG,Manual,81318,34.23
Maruti,2013,1992,29.0,Petrol,Automatic,18586,26.7
Maruti,2015,2786,15.92,Petrol,Manual,16222,6.98
Kia,2021,1068,27.43,CNG,Automatic,98493,5.67
Toyota,2013,2187,11.27,Petrol,Automatic,101127,4.43
Honda,2020,1423,28.59,Diesel,Automatic,192297,26.01
Toyota,2010,2947,15.71,Electric,Manual,135179,9.42
Mahindra,2015,2944,16.35,CNG,Manual,31287,3.94
Honda,2021,1618,18.18,Petrol,Automatic,183991,15.63
Tata,2008,1347,23.8,Diesel,Manual,134908,25.24
Hyundai,2019,1136,23.83,Electric,Manual,193587,11.7
Tata,2005,1158,18.55,Petrol,Automatic,165673,17.67
Mahindra,2005,2219,19.51,Petrol,Automatic,155857,7.95
Honda,2013,2724,8.66,Diesel,Automatic,107405,15.88
Ford,2016,1615,14.69,Electric,Automatic,61907,13.52
Mahindra,2008,1159,15.61,Electric,Manual,89336,16.04
Ford,2017,1146,20.29,Diesel,Manual,146592,17.1
Hyundai,2011,1947,20.28,Electric,Automatic,37432,4.59
Maruti,2012,1351,23.62,CNG,Manual,30654,4.63
Maruti,2017,2687,23.77,Electric,Manual,124976,10.23
Mahindra,2015,2730,13.17,Petrol,Manual,98496,5.38
Toyota,2013,1221,24.94,Electric,Automatic,81693,9.97
Honda,2020,1135,8.43,CNG,Automatic,147813,2.32
Honda,2014,2326,23.76,CNG,Automatic,105779,13.25
Maruti,2015,856,10.25,Petrol,Automatic,144676,8.65
Kia,2016,2485,24.05,Petrol,Automatic,120526,31.39
Tata,2018,1521,19.6,CNG,Manual,139759,30.25
Kia,2023,1185,17.62,Diesel,Automatic,38794,11.56
Hyundai,2016,1749,23.19,CNG,Automatic,155291,17.43
Tata,2022,2300,8.8,Electric,Manual,76331,33.52
Tata,2021,2519,12.92,Petrol,Automatic,169429,19.06
Mahindra,2007,2858,21.56,Diesel,Manual,15769,29.92
Maruti,2005,1059,26.64,CNG,Manual,24552,29.18
Kia,2023,1192,16.38,Petrol,Automatic,56186,33.03
Kia,2008,1399,13.69,Electric,Manual,190409,11.74
Maruti,2020,1839,19.41,Diesel,Manual,59302,2.96
Kia,2016,1555,21.69,Diesel,Manual,10077,4.98
Ford,2017,1276,17.24,Diesel,Automatic,153232,20.64
Maruti,2021,1987,27.29,Electric,Manual,29723,19.26
Mahindra,2012,2871,19.52,Petrol,Manual,21019,11.5
Toyota,2017,2399,8.79,CNG,Manual,46006,9.83
Tata,2009,2061,12.91,Petrol,Manual,63611,25.26
Mahindra,2022,2869,17.91,Electric,Manual,86152,12.91
Honda,2019,2641,23.35,Petrol,Automatic,153957,21.73
Hyundai,2016,2382,12.83,Diesel,Manual,195034,25.36
Toyota,2021,2559,29.48,CNG,Manual,134677,15.92
Honda,2019,1529,15.01,Electric,Automatic,72200,7.98
Tata,2006,2298,19.71,Diesel,Manual,142668,30.34
Kia,2010,1548,8.42,Petrol,Manual,126353,4.63
Maruti,2021,1515,27.47,Diesel,Manual,17232,29.29
Tata,2020,1330,25.35,Petrol,Automatic,103189,29.53
Mahindra,2021,1491,12.3,Petrol,Automatic,48963,20.63
Hyundai,2013,1908,28.53,Electric,Automatic,23406,22.59
Mahindra,2009,2370,14.95,Petrol,Manual,126897,13.49
Toyota,2005,1289,23.23,Diesel,Manual,132162,29.69
Toyota,2010,804,26.02,Electric,Automatic,182176,10.33
Hyundai,2018,875,24.3,CNG,Automatic,14379,20.25
Ford,2021,2076,28.19,Electric,Automatic,160486,1.56
Honda,2023,2854,27.01,Diesel,Automatic,8053,32.98
Honda,2005,1272,29.88,Petrol,Automatic,105347,33.27
Toyota,2005,2181,12.02,Electric,Manual,96388,25.3
Toyota,2017,1637,14.7,Electric,Manual,181602,15.68
Kia,2018,1402,22.0,Electric,Manual,157310,7.48
Maruti,2010,1986,24.13,Diesel,Manual,132445,18.0
Kia,2010,2281,19.76,Petrol,Manual,24338,28.01
Kia,2005,2564,9.63,CNG,Manual,13455,21.78
Ford,2018,2498,26.52,CNG,Manual,178160,19.17
Honda,2007,1031,29.14,Petrol,Manual,90211,29.96
Ford,2014,1127,16.92,CNG,Manual,132742,11.99
Ford,2023,1943,12.95,Petrol,Automatic,193822,30.31
Hyundai,2023,1749,8.42,Electric,Manual,97805,16.22
Honda,2023,2686,13.22,Electric,Manual,30805,1.58
Maruti,2008,2159,23.4,Diesel,Manual,182367,26.02
Mahindra,2023,2107,28.05,Electric,Automatic,187335,30.91
Toyota,2014,997,10.06,Diesel,Automatic,122704,17.73
Toyota,2006,1215,20.17,CNG,Manual,61109,16.73
Maruti,2008,2218,23.3,CNG,Manual,91053,28.48
Ford,2010,1737,14.08,Electric,Manual,26144,31.14
Kia,2011,2043,20.54,Petrol,Manual,183149,34.14
Hyundai,2020,2039,23.74,CNG,Automatic,166109,13.08
Ford,2011,2138,26.43,CNG,Automatic,26249,21.42
Toyota,2022,2491,17.95,CNG,Manual,120160,29.07
Tata,2023,1015,24.45,Petrol,Automatic,78239,19.32
Kia,2013,2449,14.64,Electric,Automatic,36076,16.97
Toyota,2014,1984,12.69,Diesel,Automatic,115073,20.66
Tata,2017,1409,12.12,Petrol,Automatic,75210,13.46
Ford,2022,1717,15.9,Petrol,Manual,189056,7.93
Maruti,2020,956,8.79,CNG,Automatic,42098,3.73
Maruti,2021,961,14.23,Diesel,Automatic,56293,21.93
Kia,2017,841,22.35,Petrol,Manual,65230,14.2
Toyota,2016,2153,22.25,CNG,Manual,142404,31.08
Honda,2014,2386,9.62,Petrol,Manual,99856,8.97
Tata,2005,2252,14.32,CNG,Manual,51764,11.91
Hyundai,2012,919,20.53,Diesel,Automatic,70501,34.01
Toyota,2022,1898,15.01,Diesel,Manual,25495,20.14
Hyundai,2006,2837,17.2,CNG,Automatic,186622,13.12
Toyota,2020,922,23.68,Electric,Manual,29939,30.34
Honda,2016,1588,8.2,Petrol,Automatic,194159,26.4
Honda,2013,1056,14.08,Electric,Manual,122145,20.7
Kia,2007,2660,11.13,Petrol,Manual,27701,31.28
Kia,2008,2092,10.81,Diesel,Automatic,89153,4.65
Honda,2006,1972,29.1,Petrol,Manual,118693,14.72
Mahindra,2012,1971,16.28,CNG,Manual,193253,28.65
Honda,2014,1479,19.6,CNG,Manual,196263,14.43
Maruti,2020,2001,24.14,CNG,Manual,131029,32.55
Maruti,2015,1407,9.04,Electric,Manual,165278,6.61
Mahindra,2022,1130,13.3,Diesel,Manual,159128,12.78
Ford,2018,2903,26.31,Diesel,Manual,48129,15.76
Tata,2012,2030,26.96,Diesel,Manual,140395,24.51
Ford,2019,2952,16.2,CNG,Manual,186655,8.04
Hyundai,2021,1346,16.25,Diesel,Manual,100406,1.83
Ford,2022,1592,24.65,Electric,Automatic,84754,34.21
Toyota,2010,2704,14.49,Electric,Automatic,148374,31.61
Ford,2018,2178,10.58,Electric,Automatic,83426,11.56
Toyota,2007,2482,13.67,CNG,Automatic,181179,17.7
Mahindra,2011,1288,16.52,Petrol,Manual,124713,17.88
Maruti,2019,2622,9.15,Diesel,Automatic,78019,30.62
Kia,2020,2326,18.53,Electric,Manual,132032,21.5
Toyota,2020,1449,24.28,Petrol,Manual,155676,29.19
Maruti,2012,1447,19.3,Petrol,Automatic,64799,32.05
Tata,2011,2185,9.58,Electric,Manual,91547,20.46
Hyundai,2010,1180,17.68,Electric,Automatic,8440,11.06
Tata,2006,2866,23.6,Diesel,Automatic,76268,18.21
Mahindra,2017,2663,9.28,Diesel,Automatic,177731,30.0
Ford,2016,928,9.32,Petrol,Automatic,10152,21.05
Ford,2019,1999,16.15,Petrol,Manual,129446,31.51
Honda,2013,1208,12.29,Petrol,Automatic,34345,31.5
Honda,2006,1591,28.57,CNG,Automatic,126705,14.01
Honda,2021,1907,20.79,Petrol,Manual,14501,16.51
Tata,2009,1021,14.32,CNG,Automatic,162356,24.21
Toyota,2015,2239,23.51,Diesel,Manual,157278,5.22
Hyundai,2023,1417,16.25,Petrol,Automatic,172740,17.1
Honda,2011,2148,10.91,Diesel,Automatic,130044,6.5
Mahindra,2006,1836,13.22,Petrol,Manual,183942,29.91
Mahindra,2020,1024,22.14,Diesel,Manual,173204,33.08
Honda,2016,856,9.14,Petrol,Manual,52099,6.24
Ford,2019,2203,14.0,CNG,Automatic,88707,23.86
Honda,2005,916,12.58,Electric,Automatic,185941,22.82
Hyundai,2017,1209,12.42,Diesel,Automatic,128600,26.96
Honda,2010,2716,23.02,Diesel,Manual,8857,24.81
Hyundai,2017,2783,26.17,Electric,Manual,39955,8.77
Mahindra,2022,2851,23.75,Petrol,Automatic,57904,11.26
Honda,2007,822,22.21,CNG,Manual,82967,7.04
Tata,2005,1544,28.16,CNG,Automatic,5780,32.36
Kia,2019,1401,9.28,CNG,Automatic,165635,18.98
Tata,2017,1769,11.68,Petrol,Manual,152345,34.2
Mahindra,2009,1978,17.12,Diesel,Manual,134611,16.55
Hyundai,2017,2642,16.19,Petrol,Automatic,22013,20.02
Tata,2009,880,17.2,CNG,Manual,109033,27.94
Hyundai,2023,1282,12.54,Electric,Automatic,107834,28.21
Tata,2022,2230,11.29,CNG,Manual,10664,9.24
Tata,2014,832,19.2,Diesel,Manual,123609,11.16
Hyundai,2012,2882,28.42,Petrol,Manual,28618,4.78
Toyota,2019,2072,16.62,Petrol,Automatic,152253,28.48
Tata,2008,1079,8.95,CNG,Automatic,103083,28.09
Honda,2006,2807,23.54,Diesel,Automatic,172152,4.22
Kia,2010,2999,14.4,Diesel,Automatic,81854,10.12
Mahindra,2007,2482,13.39,Electric,Manual,60729,16.57
Toyota,2011,2374,15.13,CNG,Manual,49102,19.65
Hyundai,2014,1500,23.92,Electric,Automatic,145893,19.01
Toyota,2010,2579,26.01,Petrol,Automatic,55625,34.43
Maruti,2020,1818,20.94,Petrol,Automatic,95591,27.1
Maruti,2006,2053,15.09,Diesel,Manual,100374,5.29
Tata,2021,1464,14.83,Electric,Manual,21944,11.33
Tata,2017,2111,10.73,Diesel,Manual,69933,13.07
Honda,2005,2218,28.53,CNG,Automatic,138767,12.06
Kia,2010,1856,22.04,Diesel,Automatic,198927,27.83
Mahindra,2009,2738,8.59,Petrol,Manual,143982,13.58
Toyota,2017,2186,22.57,Petrol,Automatic,19803,18.0
Maruti,2022,1934,17.84,Diesel,Automatic,77996,19.37
Tata,2016,1944,29.4,CNG,Manual,105307,10.56
Ford,2011,2863,26.02,Electric,Automatic,148480,12.31
Ford,2019,1538,11.77,Petrol,Manual,196202,27.63
Mahindra,2007,2346,23.84,Petrol,Automatic,103257,30.53
Toyota,2020,2945,18.68,CNG,Automatic,39229,2.74
Tata,2005,2963,12.11,Diesel,Automatic,34460,21.77
Tata,2020,2294,23.37,Petrol,Manual,34796,22.72
Maruti,2016,2262,20.04,Petrol,Manual,46966,26.2
Maruti,2023,1148,8.67,CNG,Automatic,115778,24.74
Tata,2012,1031,22.22,Diesel,Automatic,75814,30.89
Hyundai,2016,2796,21.97,CNG,Manual,11825,4.13
Tata,2019,2356,11.17,CNG,Automatic,45822,14.51
Mahindra,2006,2770,15.68,Diesel,Automatic,75835,27.7
Tata,2021,2456,20.89,Petrol,Manual,119094,29.86
Honda,2011,2742,11.05,Electric,Automatic,110683,10.37
Kia,2017,1344,26.76,Electric,Automatic,183075,21.11
Honda,2005,1191,8.6,Electric,Automatic,104304,7.56
Honda,2010,1993,10.26,CNG,Automatic,156203,30.0
Hyundai,2017,2924,10.55,Petrol,Manual,71265,25.97
Hyundai,2015,2788,19.62,Petrol,Manual,161080,8.94
Ford,2014,1096,21.64,Petrol,Manual,156393,22.4
Tata,2020,1886,16.88,Petrol,Automatic,138882,18.56
Honda,2021,1069,14.35,CNG,Manual,171777,10.17
Hyundai,2021,1898,25.8,Electric,Automatic,173036,31.42
Maruti,2008,2509,9.5,Electric,Automatic,44231,6.45
Tata,2009,1309,14.17,Diesel,Automatic,153577,17.16
Mahindra,2018,1916,8.86,Petrol,Manual,18135,21.02
Kia,2014,1876,8.31,Electric,Automatic,195294,29.09
Toyota,2018,1295,15.77,Electric,Automatic,34838,6.53
Tata,2005,893,12.29,Petrol,Automatic,155872,21.91
Toyota,2015,1424,13.9,Petrol,Manual,60132,1.72
Honda,2022,1028,26.06,Electric,Automatic,150763,29.06
Kia,2020,2214,11.59,Diesel,Manual,114438,9.36
Toyota,2022,1520,25.17,Petrol,Manual,14806,25.65
Honda,2012,1779,22.85,Electric,Automatic,36588,21.66
Maruti,2014,1066,15.18,Diesel,Automatic,143594,3.18
Toyota,2014,1803,20.02,CNG,Manual,66869,7.64
Kia,2009,1080,17.78,Diesel,Manual,55214,10.47
Ford,2014,1761,10.82,Petrol,Manual,45238,31.21
Tata,2022,1906,27.96,CNG,Manual,102828,17.61
Honda,2010,2009,20.53,Diesel,Automatic,125155,32.1
Tata,2007,2171,27.37,Electric,Automatic,132404,3.09
Kia,2012,1222,26.12,Petrol,Manual,149669,1.72
Hyundai,2013,2805,9.76,CNG,Manual,108747,33.27
Honda,2009,1253,12.56,Electric,Manual,177550,25.75
